,input_energy,sync_time
0,0,17.601256000000042
1,1,17.601256000000042
2,2,17.601256000000042
3,3,17.601256000000042
4,4,15.115839999999467
5,5,15.400120000000047
6,6,15.297212000000032
7,7,15.957083999999726
8,8,17.72531999999978
9,9,22.349392000000652
10,10,22.07980400000081
11,11,8.746528000000078
12,12,7.794911999999931
13,13,7.553843999999892
14,14,5.595315999999754
15,15,7.7150479999999675
16,16,7.786759999999981
17,17,13.102856000000411
18,18,12.89230399999956
19,19,12.327632000000179
20,20,12.37558400000017
21,21,11.709984000000183
22,22,10.073264000000004
23,23,9.617975999999977
24,24,9.587883999999974
25,25,8.3397920000002
26,26,7.275064000000102
27,27,12.633351999999523
28,28,11.12976799999975
29,29,7.493092000000319
30,30,4.143740000000135
31,31,6.707355999999984
32,32,7.588620000000034
33,33,8.24956800000001
34,34,9.139599999999962
35,35,11.57515999999964
36,36,9.28916799999987
37,37,8.153755999999992
38,38,8.384903999999995
39,39,8.151008000000028
40,40,11.97760399999948
41,41,8.603407999999705
42,42,7.552763999999626
43,43,8.308099999999591
44,44,10.41069999999956
45,45,10.500231999999558
46,46,8.372351999999772
47,47,8.559575999999897
48,48,6.518911999999929
49,49,4.1784000000000034
50,50,5.162031999999922
51,51,3.7511079999999777
52,52,5.386924000000045
53,53,13.824440000000012
54,54,6.278140000000029
55,55,10.219527999999722
56,56,7.683295999999923
57,57,6.364455999999955
58,58,6.5107879999999625
59,59,9.687892000000257
60,60,9.796004000000258
61,61,10.203856000000256
62,62,7.351439999999864
63,63,10.328683999999813
64,64,18.966119999999876
65,65,11.553508000000562
66,66,9.039232000000313
67,67,8.670464000000246
68,68,12.092271999999832
69,69,11.7890919999997
70,70,7.7273959999998745
71,71,6.736016000000015
72,72,7.721823999999853
73,73,8.374871999999828
74,74,10.069955999999735
75,75,9.329440000000185
76,76,5.952408000000276
77,77,5.535183999999939
78,78,6.387488000000063
79,79,7.09883999999999
80,80,7.9660439999998705
81,81,12.344128000000405
82,82,6.2848320000001285
83,83,8.715619999999838
84,84,5.046240000000235
85,85,3.5589280000000514
86,86,3.9711920000001015
87,87,8.73593200000006
88,88,11.681072000000183
89,89,5.664011999999882
90,90,6.527348000000227
91,91,6.010659999999887
92,92,5.963651999999889
93,93,4.474283999999809
94,94,4.9527159999998105
95,95,4.983079999999809
96,96,9.138699999999773
97,97,7.798516000000066
98,98,8.176548000000055
99,99,10.978228000000314
100,100,10.585172000000224
101,101,6.109139999999807
102,102,5.4884920000000355
103,103,5.438052000000035
104,104,7.853495999999878
105,105,7.9555439999999304
106,106,8.027319999999918
107,107,8.027319999999918
108,108,5.198496000000115
109,109,9.631928000000507
110,110,7.257576000000138
111,111,7.233904000000129
112,112,6.095003999999899
113,113,4.713183999999955
114,114,4.656279999999957
115,115,6.0535960000001365
116,116,5.712059999999915
117,117,4.604351999999928
118,118,6.140144000000078
119,119,7.379172000000061
120,120,9.687116000000088
121,121,5.172612000000135
122,122,5.873708000000075
123,123,4.468903999999894
124,124,4.286223999999889
125,125,4.698851999999934
126,126,4.840167999999981
127,127,4.525851999999998
128,128,3.144536000000126
129,129,4.139412000000143
130,130,4.219688000000155
131,131,9.745483999999882
132,132,9.86916799999987
